EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition
908,42,Male,Married,Research & Development,Manager,Human Resources,5,5,19108,15,2,3,3,3,3,4,Travel_Rarely,Yes,21,10,0,9,9,4,19,No
909,20,Male,Married,Research & Development,Manager,Medical,3,2,17457,12,1,3,1,3,3,3,Travel_Frequently,Yes,18,7,2,4,6,2,24,No
910,57,Female,Single,Human Resources,Manager,Marketing,5,3,25391,23,1,4,4,4,3,4,Travel_Frequently,No,3,39,5,4,1,3,24,No
911,52,Male,Single,Research & Development,Manager,Other,5,4,27876,25,0,3,3,3,3,3,Non-Travel,Yes,19,38,8,10,1,6,9,Yes
912,45,Female,Divorced,Research & Development,Laboratory Technician,Other,1,2,9243,19,1,3,4,4,2,2,Travel_Frequently,Yes,5,31,18,7,9,3,27,Yes
913,39,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,1,3,15726,16,0,4,1,4,4,3,Non-Travel,Yes,14,36,11,2,5,5,17,No
914,47,Female,Single,Research & Development,Research Scientist,Life Sciences,5,2,5813,23,1,3,4,4,3,3,Travel_Rarely,No,36,0,1,1,2,5,28,Yes
915,33,Female,Married,Research & Development,Research Scientist,Life Sciences,3,3,11802,11,2,3,1,4,1,2,Non-Travel,Yes,4,27,10,15,3,3,25,No
916,23,Male,Married,Research & Development,Research Director,Human Resources,1,1,19833,21,0,3,3,4,3,4,Non-Travel,Yes,27,13,1,5,4,3,22,Yes
917,39,Female,Divorced,Sales,Manager,Life Sciences,1,4,21304,15,0,4,4,3,2,4,Travel_Frequently,Yes,32,24,7,15,7,1,15,Yes
918,52,Male,Married,Sales,Sales Executive,Medical,5,1,17098,17,2,3,3,4,4,4,Travel_Frequently,Yes,4,38,1,3,9,5,15,No
919,58,Male,Married,Human Resources,Manager,Marketing,1,1,25085,14,1,3,2,2,4,4,Non-Travel,No,0,13,4,2,7,3,7,No
920,24,Female,Single,Research & Development,Manufacturing Director,Life Sciences,5,4,15171,20,2,3,3,3,3,4,Travel_Frequently,Yes,38,16,0,5,2,4,18,No
921,57,Male,Married,Research & Development,Healthcare Representative,Marketing,5,4,16209,13,2,3,3,2,2,2,Travel_Frequently,Yes,27,32,17,3,1,6,13,No
922,20,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,3,10209,19,0,3,2,3,2,4,Non-Travel,Yes,28,12,0,13,4,0,8,No
923,18,Male,Single,Research & Development,Manufacturing Director,Medical,4,2,27692,16,0,3,4,1,4,3,Travel_Frequently,No,10,39,7,2,9,0,24,No
924,47,Male,Single,Research & Development,Research Director,Human Resources,3,1,23198,20,0,3,1,4,4,2,Travel_Rarely,Yes,35,8,1,0,9,3,23,No
925,58,Male,Single,Research & Development,Research Scientist,Marketing,5,4,7679,14,0,3,1,4,2,4,Travel_Frequently,No,9,9,2,4,0,2,27,Yes
926,31,Male,Single,Research & Development,Manager,Technical Degree,1,4,15236,14,0,3,3,3,2,3,Non-Travel,Yes,10,11,0,2,0,0,20,Yes
927,43,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,4,8244,18,1,3,4,1,1,2,Travel_Frequently,No,21,26,18,0,0,6,15,No
928,23,Male,Single,Sales,Sales Representative,Technical Degree,5,1,5868,22,1,4,4,3,1,3,Travel_Frequently,Yes,11,12,1,0,4,2,28,Yes
929,44,Male,Divorced,Human Resources,Manager,Marketing,3,2,22226,17,0,4,4,4,2,4,Travel_Rarely,Yes,18,7,2,2,5,1,3,No
930,27,Female,Single,Research & Development,Research Scientist,Other,1,5,9388,15,0,3,2,4,4,3,Travel_Frequently,Yes,11,21,12,0,3,5,6,No
931,40,Female,Married,Research & Development,Manager,Marketing,5,1,18526,21,0,4,1,4,4,3,Travel_Frequently,Yes,34,20,11,3,6,0,5,No
932,60,Male,Single,Sales,Manager,Technical Degree,3,5,24795,23,1,3,2,3,4,3,Non-Travel,Yes,32,7,6,2,3,3,13,No
933,50,Female,Divorced,Human Resources,Human Resources,Life Sciences,5,1,13297,20,0,3,2,4,3,2,Travel_Rarely,Yes,27,33,9,1,0,3,19,No
934,30,Male,Single,Research & Development,Manufacturing Director,Marketing,5,4,21019,15,0,4,3,3,3,2,Travel_Rarely,No,36,25,16,13,5,2,14,No
935,18,Female,Divorced,Sales,Manager,Life Sciences,3,3,16938,11,2,3,1,1,2,1,Non-Travel,No,35,10,8,6,3,6,10,No
936,47,Male,Divorced,Research & Development,Research Director,Life Sciences,1,5,18267,24,2,3,3,4,3,3,Travel_Rarely,Yes,15,15,4,15,3,3,24,Yes
937,52,Female,Single,Research & Development,Manager,Marketing,3,5,20184,24,3,4,4,4,3,3,Non-Travel,No,30,36,8,12,3,0,2,Yes
938,55,Male,Single,Sales,Manager,Technical Degree,1,1,30807,19,2,3,2,3,2,3,Travel_Frequently,Yes,23,32,8,10,8,1,25,No
939,27,Male,Single,Research & Development,Healthcare Representative,Medical,3,4,6068,17,0,3,2,4,2,3,Non-Travel,Yes,16,1,1,2,4,6,13,Yes
940,21,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,1,5,4983,13,3,3,1,3,2,3,Non-Travel,Yes,18,6,0,2,6,1,2,No
941,22,Male,Married,Research & Development,Manufacturing Director,Medical,4,3,19577,13,3,3,2,4,3,1,Travel_Rarely,Yes,18,31,2,5,9,0,25,No
942,53,Female,Single,Research & Development,Laboratory Technician,Marketing,5,1,7930,15,1,4,1,1,2,1,Travel_Frequently,Yes,29,21,5,7,0,2,14,No
943,23,Female,Single,Research & Development,Research Scientist,Medical,2,2,8412,20,1,4,3,3,3,3,Travel_Frequently,Yes,8,8,0,4,8,5,12,Yes
944,45,Male,Married,Sales,Manager,Marketing,2,2,28729,18,0,3,4,3,2,3,Non-Travel,No,1,27,3,2,5,1,1,No
945,58,Female,Married,Research & Development,Manager,Life Sciences,4,4,17981,19,0,4,4,4,3,4,Travel_Rarely,Yes,8,13,13,7,2,3,15,No
946,44,Male,Single,Human Resources,Manager,Human Resources,4,4,17690,24,1,3,4,4,4,4,Travel_Frequently,Yes,18,24,15,14,1,5,6,Yes
947,31,Male,Divorced,Research & Development,Manager,Marketing,2,2,19095,14,0,3,1,2,3,1,Travel_Rarely,No,26,23,12,4,1,1,3,No
948,45,Male,Married,Research & Development,Manager,Technical Degree,3,3,27425,21,2,3,3,1,4,4,Travel_Rarely,No,31,16,6,2,8,1,15,No
949,45,Male,Married,Sales,Manager,Marketing,5,4,26692,19,0,3,2,2,3,4,Non-Travel,Yes,22,14,3,3,0,1,3,No
950,37,Male,Single,Sales,Sales Representative,Technical Degree,1,3,5994,20,1,3,3,1,2,4,Non-Travel,Yes,31,12,2,1,8,3,2,No
951,28,Female,Married,Human Resources,Human Resources,Life Sciences,1,2,6001,15,3,3,4,1,2,2,Non-Travel,Yes,31,3,0,4,7,6,21,Yes
952,24,Male,Married,Research & Development,Research Scientist,Human Resources,3,4,14868,24,1,4,4,4,4,3,Travel_Rarely,Yes,4,40,6,14,5,1,11,No
953,25,Male,Divorced,Research & Development,Manager,Medical,4,5,15185,23,0,3,3,1,2,3,Non-Travel,No,27,1,0,2,8,0,25,No
954,26,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,5,2,6994,18,0,3,3,3,4,3,Non-Travel,No,6,12,0,2,4,4,1,No
955,53,Male,Single,Research & Development,Manager,Marketing,2,2,22689,14,2,4,4,2,3,4,Non-Travel,Yes,25,23,18,1,6,4,22,Yes
956,40,Male,Married,Research & Development,Manufacturing Director,Technical Degree,5,1,20322,14,1,4,2,4,3,4,Travel_Rarely,No,9,29,2,10,0,5,4,No
957,27,Female,Single,Research & Development,Healthcare Representative,Other,5,3,12774,25,2,3,1,2,3,4,Travel_Rarely,Yes,7,24,17,7,9,1,10,Yes
958,50,Female,Divorced,Research & Development,Healthcare Representative,Life Sciences,3,2,6296,11,0,3,2,1,1,3,Travel_Rarely,No,23,4,5,4,6,5,10,No
959,32,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,4,10599,17,0,4,4,3,2,4,Non-Travel,Yes,37,39,13,3,5,3,8,Yes
960,25,Male,Married,Research & Development,Healthcare Representative,Human Resources,3,5,10724,18,1,3,3,2,1,3,Travel_Frequently,No,40,8,0,9,7,1,8,No
961,27,Male,Married,Research & Development,Research Scientist,Medical,1,3,8066,12,0,3,4,2,3,4,Non-Travel,No,29,18,3,11,6,6,9,No
962,52,Female,Single,Research & Development,Research Director,Human Resources,1,2,22037,25,0,3,3,4,3,3,Travel_Rarely,No,20,14,14,5,6,0,6,No
963,34,Female,Married,Research & Development,Healthcare Representative,Life Sciences,4,4,11538,17,0,3,3,3,3,3,Travel_Rarely,Yes,13,25,4,15,1,6,27,No
964,31,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,4,5,14293,24,1,3,4,4,3,4,Travel_Frequently,Yes,16,35,16,12,9,5,8,No
965,39,Male,Single,Sales,Manager,Other,1,3,21030,20,2,3,4,2,2,1,Travel_Frequently,Yes,12,23,10,13,7,0,24,Yes
966,47,Female,Married,Research & Development,Manufacturing Director,Medical,5,3,20434,13,2,3,4,4,3,4,Travel_Rarely,Yes,8,31,14,6,2,0,23,No
967,27,Male,Married,Sales,Manager,Technical Degree,1,4,27917,13,0,3,1,3,4,3,Travel_Frequently,No,7,30,9,8,8,3,19,No
968,41,Female,Single,Research & Development,Research Scientist,Medical,1,2,7550,22,0,4,4,3,4,3,Non-Travel,Yes,6,11,4,2,6,2,16,No
969,45,Male,Single,Research & Development,Research Scientist,Medical,4,1,13261,25,0,3,1,1,1,3,Travel_Frequently,Yes,13,34,5,13,7,1,9,No
970,54,Male,Single,Human Resources,Manager,Medical,5,1,21619,19,0,3,4,4,4,4,Travel_Frequently,No,20,14,8,1,2,2,20,No
971,38,Male,Single,Research & Development,Manufacturing Director,Technical Degree,2,5,18668,24,0,4,3,1,2,3,Non-Travel,Yes,22,6,0,4,9,6,14,No
972,44,Male,Married,Sales,Sales Representative,Medical,5,4,9957,15,1,3,3,3,3,3,Travel_Rarely,Yes,0,28,16,13,4,6,1,No
973,41,Female,Divorced,Research & Development,Research Director,Human Resources,2,5,25990,11,0,3,4,4,1,4,Travel_Rarely,Yes,19,26,7,1,4,2,18,No
974,55,Female,Single,Research & Development,Research Scientist,Medical,3,1,7811,11,0,3,2,3,2,3,Travel_Rarely,Yes,3,14,3,7,5,2,11,Yes
975,20,Male,Divorced,Research & Development,Manager,Medical,2,2,15947,25,0,4,4,3,3,2,Non-Travel,No,27,14,4,0,8,0,12,No
976,52,Male,Married,Research & Development,Manager,Technical Degree,3,5,18893,17,0,4,1,3,4,2,Travel_Frequently,Yes,3,14,3,4,3,3,13,Yes
977,47,Female,Single,Sales,Sales Representative,Marketing,1,5,7388,14,3,3,3,4,2,2,Travel_Rarely,No,8,19,5,12,7,0,23,Yes
978,41,Female,Married,Sales,Sales Representative,Human Resources,4,3,5165,17,0,4,4,4,2,4,Travel_Frequently,No,27,14,3,14,3,0,1,Yes
979,60,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,2,10391,24,0,3,4,1,3,2,Travel_Rarely,Yes,8,34,3,3,4,1,22,Yes
980,46,Male,Married,Research & Development,Manufacturing Director,Other,3,2,22966,13,3,3,4,2,3,4,Travel_Rarely,No,40,31,10,3,9,1,24,No
981,37,Male,Divorced,Human Resources,Human Resources,Medical,2,2,11303,20,1,3,3,3,1,3,Travel_Frequently,No,39,34,1,5,5,3,23,No
982,45,Male,Divorced,Research & Development,Healthcare Representative,Other,5,2,12697,23,0,3,1,4,3,2,Non-Travel,No,11,17,0,8,6,3,5,No
983,41,Male,Married,Research & Development,Laboratory Technician,Medical,5,2,6455,13,0,3,4,4,4,3,Non-Travel,No,22,19,12,5,4,3,6,No
984,55,Male,Single,Research & Development,Laboratory Technician,Marketing,5,5,5780,13,1,3,4,3,3,3,Travel_Rarely,Yes,25,16,5,14,0,1,14,Yes
985,39,Male,Single,Research & Development,Healthcare Representative,Life Sciences,1,2,9672,20,0,3,4,1,3,2,Travel_Rarely,Yes,23,3,1,4,9,1,5,No
986,23,Male,Divorced,Sales,Sales Representative,Human Resources,2,4,4364,18,1,3,4,2,2,2,Travel_Rarely,Yes,26,5,6,6,0,3,14,Yes
987,36,Male,Single,Research & Development,Research Director,Medical,2,3,22860,17,0,3,4,3,3,4,Travel_Frequently,Yes,7,13,3,13,3,6,14,No
988,57,Female,Married,Sales,Manager,Technical Degree,3,3,21494,25,2,3,2,4,1,3,Travel_Frequently,Yes,29,16,15,12,8,2,16,No
989,45,Female,Divorced,Human Resources,Human Resources,Life Sciences,4,3,6806,24,0,3,4,3,3,4,Travel_Rarely,Yes,31,13,9,9,9,1,6,No
990,20,Male,Married,Sales,Sales Executive,Medical,3,3,10868,17,2,3,2,3,2,3,Travel_Frequently,No,16,10,7,9,0,1,12,Yes
991,41,Male,Divorced,Research & Development,Manufacturing Director,Medical,5,4,21693,22,1,3,3,1,4,4,Travel_Frequently,Yes,38,14,10,7,8,6,11,Yes
992,48,Female,Single,Research & Development,Healthcare Representative,Life Sciences,5,2,12297,18,1,3,2,3,3,3,Travel_Frequently,No,40,17,13,3,4,1,15,No
993,34,Male,Married,Research & Development,Manufacturing Director,Other,3,4,16757,15,2,4,2,2,1,4,Non-Travel,Yes,14,17,12,2,5,5,10,No
994,51,Male,Single,Research & Development,Research Scientist,Other,2,5,11159,24,0,3,4,3,3,1,Non-Travel,Yes,29,23,17,12,0,2,8,Yes
995,20,Male,Married,Research & Development,Research Director,Medical,2,1,20531,17,1,3,4,2,2,4,Travel_Rarely,No,30,21,3,4,2,5,6,No
996,54,Male,Married,Research & Development,Research Director,Marketing,5,1,16498,17,1,3,4,3,3,3,Non-Travel,No,10,17,16,15,6,0,24,No
997,38,Female,Single,Research & Development,Manager,Life Sciences,3,5,24645,17,2,3,4,3,3,3,Non-Travel,Yes,28,1,0,1,6,1,6,No
998,43,Male,Married,Research & Development,Research Scientist,Medical,5,5,6689,12,1,3,3,3,4,2,Travel_Rarely,Yes,7,10,8,2,6,5,11,No
999,32,Male,Divorced,Human Resources,Human Resources,Marketing,2,4,12382,20,0,3,1,4,3,3,Travel_Rarely,No,15,29,2,7,5,2,22,No
1000,25,Male,Married,Human Resources,Human Resources,Life Sciences,5,3,8480,24,1,3,3,3,3,4,Travel_Frequently,Yes,33,18,5,8,3,4,17,No
1001,60,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,5,9221,24,3,3,4,3,3,3,Non-Travel,Yes,14,15,3,10,8,4,28,No
1002,24,Female,Divorced,Research & Development,Research Scientist,Life Sciences,3,1,11160,14,3,3,3,1,2,1,Non-Travel,Yes,38,24,4,13,4,0,15,No
1003,19,Male,Single,Research & Development,Laboratory Technician,Medical,5,4,10895,19,0,4,3,2,1,3,Non-Travel,No,33,32,10,0,0,3,5,Yes
1004,55,Male,Married,Research & Development,Manager,Life Sciences,4,5,26285,21,0,3,4,4,2,4,Non-Travel,No,10,21,15,12,6,1,1,Yes
1005,26,Male,Divorced,Research & Development,Manufacturing Director,Other,3,3,19168,15,0,3,2,3,2,3,Travel_Rarely,Yes,16,1,1,2,7,0,3,No
1006,36,Male,Single,Sales,Manager,Medical,2,4,22949,16,0,3,2,4,3,3,Travel_Frequently,No,25,9,0,3,9,3,21,No
1007,26,Male,Married,Research & Development,Research Scientist,Technical Degree,3,5,10580,23,0,3,2,3,3,3,Non-Travel,Yes,17,18,0,7,6,6,23,Yes
1008,52,Male,Married,Sales,Manager,Other,4,4,25377,13,3,4,1,2,4,1,Non-Travel,No,25,9,7,9,9,4,14,No
1009,26,Male,Divorced,Sales,Sales Executive,Marketing,2,5,10692,19,0,3,3,3,3,3,Travel_Frequently,Yes,0,23,12,13,6,0,15,Yes
1010,29,Female,Divorced,Human Resources,Manager,Other,5,2,21390,14,0,3,4,3,3,4,Non-Travel,Yes,35,12,8,7,7,3,20,No
1011,18,Female,Single,Sales,Sales Representative,Life Sciences,3,2,6547,20,1,3,1,4,2,2,Travel_Rarely,No,8,19,12,0,0,0,29,No
1012,21,Male,Divorced,Sales,Sales Representative,Other,2,1,10272,24,0,4,4,1,2,3,Non-Travel,Yes,1,29,6,15,5,1,29,No
1013,48,Male,Divorced,Research & Development,Manufacturing Director,Medical,2,3,22012,25,0,3,1,4,3,2,Travel_Frequently,No,33,8,2,3,5,6,8,No
1014,45,Female,Married,Sales,Sales Representative,Human Resources,1,3,7738,17,1,4,3,1,4,3,Non-Travel,No,15,27,0,14,9,3,14,Yes
1015,45,Male,Divorced,Sales,Manager,Medical,3,4,28946,15,0,3,2,2,3,1,Non-Travel,No,12,36,15,10,6,0,1,No
1016,49,Female,Single,Sales,Sales Representative,Other,2,1,6731,13,1,3,3,4,1,3,Travel_Frequently,Yes,4,12,9,3,8,3,7,Yes
1017,30,Female,Married,Sales,Sales Executive,Marketing,4,4,9555,11,0,4,4,3,4,2,Travel_Frequently,No,14,19,10,2,0,5,27,No
1018,22,Female,Divorced,Research & Development,Healthcare Representative,Other,2,5,15831,20,0,3,1,3,3,4,Travel_Rarely,No,2,38,2,11,8,0,12,Yes
1019,23,Male,Married,Research & Development,Manager,Other,1,4,25622,11,1,3,2,1,4,3,Travel_Frequently,No,37,6,3,0,4,2,29,No
1020,35,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,2,5,11056,17,0,3,4,4,2,4,Non-Travel,Yes,15,1,2,1,8,4,13,Yes
1021,58,Female,Single,Research & Development,Healthcare Representative,Marketing,1,4,9111,15,1,3,3,2,3,2,Travel_Rarely,No,15,1,1,2,6,1,7,No
1022,56,Female,Divorced,Sales,Sales Executive,Technical Degree,1,5,12124,22,3,3,2,4,4,1,Non-Travel,Yes,10,29,1,3,9,5,20,No
1023,58,Male,Divorced,Sales,Manager,Life Sciences,3,5,28136,15,1,3,4,3,1,4,Travel_Rarely,Yes,15,18,5,3,1,4,21,No
1024,47,Female,Married,Research & Development,Healthcare Representative,Marketing,3,3,12348,18,1,4,1,1,3,3,Non-Travel,Yes,8,10,10,3,1,3,25,No
1025,22,Male,Married,Sales,Sales Representative,Technical Degree,4,2,12174,24,0,3,3,4,3,3,Non-Travel,No,0,39,11,7,0,1,24,No
1026,52,Male,Married,Research & Development,Manager,Technical Degree,1,3,22596,25,2,3,1,1,3,3,Non-Travel,Yes,27,19,0,11,0,1,24,Yes
1027,23,Male,Divorced,Research & Development,Manager,Life Sciences,5,1,31741,13,0,3,3,3,4,2,Non-Travel,Yes,8,40,0,8,5,1,23,Yes
1028,41,Male,Single,Sales,Sales Representative,Human Resources,5,4,11350,11,0,4,3,3,3,4,Travel_Rarely,Yes,31,36,9,10,4,6,9,No
1029,20,Male,Married,Human Resources,Human Resources,Life Sciences,1,5,8451,11,1,3,2,3,3,3,Non-Travel,No,40,20,11,6,4,6,28,No
1030,43,Female,Married,Sales,Sales Representative,Life Sciences,3,4,9115,17,0,4,2,3,2,4,Non-Travel,Yes,8,25,9,13,0,3,1,Yes
1031,27,Male,Single,Sales,Manager,Human Resources,3,1,18421,12,0,3,4,1,3,3,Travel_Rarely,No,40,26,2,13,7,6,4,No
1032,40,Male,Single,Research & Development,Research Scientist,Human Resources,3,3,13184,18,1,3,3,3,1,3,Travel_Rarely,No,23,33,6,3,5,5,15,No
1033,47,Female,Divorced,Research & Development,Healthcare Representative,Marketing,4,5,7857,14,0,3,3,2,3,2,Non-Travel,No,20,7,7,4,8,3,13,No
1034,41,Female,Divorced,Research & Development,Research Scientist,Life Sciences,5,3,10422,14,2,3,1,1,2,2,Travel_Rarely,No,1,29,11,13,7,1,7,No
1035,56,Male,Divorced,Sales,Sales Executive,Human Resources,2,3,11250,14,2,3,2,4,3,4,Travel_Rarely,No,29,30,12,5,4,1,15,No
1036,57,Male,Divorced,Research & Development,Laboratory Technician,Medical,1,5,6071,12,0,4,2,1,3,3,Travel_Frequently,Yes,14,10,2,8,4,2,5,Yes
1037,49,Male,Single,Sales,Sales Representative,Life Sciences,3,3,3814,22,0,4,3,1,3,4,Non-Travel,No,20,4,3,4,9,4,3,Yes
1038,25,Male,Single,Sales,Sales Executive,Technical Degree,2,2,8608,18,0,3,1,2,4,1,Travel_Frequently,Yes,32,1,2,0,6,3,10,Yes
1039,46,Male,Married,Research & Development,Research Scientist,Human Resources,5,3,4394,13,1,3,2,4,3,3,Travel_Rarely,Yes,19,0,0,0,7,2,1,Yes
1040,48,Male,Single,Research & Development,Research Director,Technical Degree,2,1,20383,24,0,3,3,2,3,3,Travel_Frequently,No,22,23,12,8,6,5,3,No
1041,35,Female,Single,Sales,Sales Representative,Human Resources,4,5,7463,24,1,3,3,4,3,4,Travel_Rarely,Yes,16,20,16,13,0,4,24,No
1042,38,Female,Single,Research & Development,Healthcare Representative,Technical Degree,3,2,9401,13,0,3,4,3,3,4,Non-Travel,Yes,6,0,0,0,2,5,18,No
1043,59,Male,Divorced,Research & Development,Manufacturing Director,Marketing,1,1,14646,22,0,3,3,3,4,4,Travel_Frequently,No,10,4,1,1,9,4,23,No
1044,37,Female,Married,Human Resources,Manager,Other,4,1,22930,24,1,3,4,2,4,4,Travel_Rarely,No,13,11,7,8,8,5,16,No
1045,52,Male,Divorced,Sales,Manager,Other,3,5,27646,21,0,3,1,4,3,3,Travel_Frequently,Yes,34,18,8,12,0,6,22,No
1046,46,Female,Single,Research & Development,Research Director,Technical Degree,2,2,27190,17,2,3,2,3,4,3,Travel_Frequently,Yes,9,39,13,2,6,3,5,No
1047,38,Male,Divorced,Sales,Sales Representative,Other,5,4,7174,16,0,3,4,4,3,3,Non-Travel,No,11,22,8,15,6,2,1,No
1048,51,Male,Divorced,Sales,Sales Representative,Life Sciences,4,4,7904,16,0,3,2,2,4,2,Travel_Frequently,Yes,19,28,8,2,8,4,20,Yes
1049,18,Female,Divorced,Research & Development,Healthcare Representative,Life Sciences,5,2,11618,24,0,3,4,1,4,1,Travel_Rarely,No,1,9,3,6,3,0,29,No
1050,27,Male,Single,Research & Development,Healthcare Representative,Other,5,2,7961,11,3,3,3,2,3,1,Travel_Rarely,No,17,13,10,9,0,4,25,No
1051,56,Male,Married,Research & Development,Research Scientist,Medical,5,3,13733,12,0,3,3,2,4,1,Non-Travel,Yes,20,30,1,14,3,2,25,No
1052,49,Female,Divorced,Research & Development,Manager,Medical,5,3,23293,21,0,3,4,4,4,4,Travel_Rarely,No,2,19,4,13,0,1,23,No
1053,27,Male,Divorced,Research & Development,Healthcare Representative,Life Sciences,4,2,10580,24,0,3,4,1,4,4,Travel_Frequently,Yes,29,2,3,2,8,3,15,Yes
1054,25,Male,Married,Research & Development,Healthcare Representative,Other,2,5,13243,16,2,3,1,3,4,3,Non-Travel,Yes,17,19,3,13,2,1,21,Yes
1055,45,Male,Married,Research & Development,Laboratory Technician,Technical Degree,3,5,4995,14,0,4,4,2,3,1,Non-Travel,No,25,1,0,2,3,5,21,No
1056,41,Male,Married,Human Resources,Human Resources,Technical Degree,3,3,5558,20,0,3,4,3,3,1,Travel_Rarely,Yes,26,5,1,1,2,3,24,No
1057,48,Male,Single,Sales,Manager,Other,5,1,23931,11,1,3,3,4,3,3,Non-Travel,Yes,17,7,8,7,0,5,29,No
1058,46,Male,Married,Research & Development,Research Director,Human Resources,5,1,24223,24,2,3,2,3,2,1,Non-Travel,No,28,37,6,14,8,0,12,No
1059,49,Female,Divorced,Research & Development,Healthcare Representative,Medical,5,3,15369,19,1,3,1,3,3,4,Travel_Frequently,No,1,38,15,12,1,1,8,Yes
1060,24,Male,Divorced,Research & Development,Manager,Life Sciences,5,5,22950,12,0,3,1,4,3,3,Non-Travel,Yes,24,11,10,12,1,4,25,No
1061,59,Male,Divorced,Sales,Sales Executive,Human Resources,2,2,15334,18,2,3,1,2,3,3,Non-Travel,Yes,14,31,7,8,8,5,28,No
1062,56,Male,Single,Research & Development,Healthcare Representative,Human Resources,4,5,16216,23,1,3,4,4,2,3,Travel_Frequently,No,28,29,0,15,7,1,24,No
1063,60,Female,Single,Sales,Sales Executive,Marketing,2,1,11220,19,1,3,1,4,3,2,Non-Travel,No,17,13,11,13,4,2,2,No
1064,52,Female,Married,Research & Development,Manufacturing Director,Other,1,2,17486,25,0,3,1,3,1,1,Travel_Rarely,No,25,13,8,7,1,2,21,No
1065,56,Female,Married,Research & Development,Manufacturing Director,Medical,2,3,15724,23,2,3,4,3,3,3,Travel_Frequently,No,26,4,3,4,4,0,25,No
1066,45,Female,Single,Human Resources,Manager,Human Resources,2,1,25954,16,1,3,4,3,1,4,Travel_Rarely,No,38,19,4,14,3,0,17,No
1067,31,Female,Divorced,Research & Development,Manufacturing Director,Other,2,2,13407,14,0,3,1,4,4,4,Travel_Frequently,No,4,2,2,2,8,1,19,No
1068,19,Female,Married,Research & Development,Research Director,Marketing,5,3,19125,19,0,3,4,3,2,3,Travel_Frequently,No,39,29,3,13,1,3,1,No
1069,28,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,2,3,4051,24,0,3,3,4,1,1,Non-Travel,Yes,37,4,2,4,3,5,16,No
1070,19,Female,Divorced,Research & Development,Healthcare Representative,Medical,2,1,8358,23,0,4,3,3,3,4,Travel_Rarely,No,1,8,9,9,6,5,27,No
1071,30,Male,Divorced,Sales,Manager,Life Sciences,1,2,21727,16,1,4,3,2,3,4,Non-Travel,No,2,26,4,4,2,5,23,No
1072,57,Male,Divorced,Human Resources,Manager,Technical Degree,4,3,23128,20,1,3,3,4,1,3,Travel_Rarely,No,20,37,4,9,4,6,13,No
1073,19,Male,Single,Sales,Sales Representative,Marketing,4,3,10144,13,2,3,2,1,2,3,Travel_Frequently,No,15,39,15,4,6,1,3,Yes
1074,59,Male,Divorced,Research & Development,Healthcare Representative,Technical Degree,4,3,10143,23,0,3,4,1,3,4,Travel_Frequently,Yes,35,24,10,0,2,5,26,No
1075,31,Male,Divorced,Research & Development,Research Scientist,Human Resources,2,5,11599,11,0,3,4,4,4,1,Travel_Frequently,No,23,17,8,12,1,2,22,No
